ID?,Is Managed,Manufacturer,Model,Serial Number,IP Address,Mac Address,Firmware Version 1,First Audit Date,Last Audit Date,Total Pages,Total Pages Mono,Total Pages Color,CPP BW,CPP Color,Total Cost Mono,TCM/Day,Total Cost Color,TCC/Day,Total Cost,Total Cost / Day,Location IP,Location
102,FALSE,HP,LaserJet MFP M426fdn,PHB8J87J3W,10.157.49.167,98-E7-F4-02-25-72,leslelx25:/var/lib/jenkins/jobs/gitbuilder3/wor,10/9/18 13:17,10/10/19 13:18,16812,16812,0,0.0192,0,322.7904,0.881939254,0,0,322.7904,0.881939254,49,Branch 49
103,FALSE,HP,LaserJet MFP M426fdw,PHB8J58DZX,10.157.49.110,A0-8C-FD-14-09-D9,leslelx27:/var/lib/jenkins/jobs/gitbuilder3/wor,10/9/18 9:17,10/10/19 13:18,79235,79235,0,0.0192,0,1521.312,4.154690739,0,0,1521.312,4.154690739,49,Branch 49
104,TRUE,HP,LaserJet MFP M426fdw,PHBLL4W401,10.157.55.55,B4-B6-86-7B-1B-5A,leslelx21:/work/jenkins/gitbuilder3/workspace/p,10/9/18 13:17,10/10/19 13:18,935,935,0,0.0192,0,17.952,0.049049084,0,0,17.952,0.049049084,55,Price
105,TRUE,HP,LaserJet MFP M527,MXBCK1Y113,10.157.49.115,30-E1-71-BA-BA-D6,2308209_000563,10/9/18 13:17,10/10/19 13:18,135579,135579,,0.014,0,1898.106,5.186071799,0,0,1898.106,5.186071799,49,Branch 49
106,TRUE,HP,LaserJet MFP M527,MXBCKC117Q,10.157.59.50,48-BA-4E-DA-A5-65,2308214_000905,10/9/18 9:17,10/10/19 13:18,15679,15679,,0.014,0,219.506,0.599469107,0,0,219.506,0.599469107,59,Tabernacle
107,FALSE,HP,LaserJet MFP M527,MXBCKC11G2,10.157.18.50,48-BA-4E-DA-95-B2,2308214_000905,9/10/19 14:42,9/13/19 13:18,58919,58919,,0.014,0,824.866,280.3713021,0,0,824.866,280.3713021,18,South Logan
108,TRUE,HP,LaserJet MFP M527,MXBCKC219M,10.157.59.51,48-BA-4E-DB-3C-08,2308214_000905,10/9/18 9:17,10/10/19 13:18,13455,13455,,0.014,0,188.37,0.514436943,0,0,188.37,0.514436943,59,Tabernacle
109,FALSE,HP,LaserJet MFP M527,MXCCKD31ZD,10.157.20.50,48-BA-4E-DA-B5-B9,2308214_000905,9/10/19 14:42,10/10/19 13:18,31339,31339,,0.014,0,438.746,14.65320071,0,0,438.746,14.65320071,20,Hyrum
111,TRUE,HP,LaserJet P2055x,JPBF969460,10.157.41.50,08-2E-5F-BD-40-8F,20101025,10/9/18 13:17,10/10/19 13:18,10261,10261,0,0.0173,0,177.5153,0.48501353,0,0,177.5153,0.48501353,41,Washington
113,TRUE,HP,LaserJet Pro M428f-M429f,MXBPM892FS,10.157.49.107,80-E8-2C-A9-BD-12,TETONXXXXN002.1916A.00,8/31/19 17:17,10/10/19 13:18,17,17,0,0.0173,0,0.2941,0.007383103,0,0,0.2941,0.007383103,49,Branch 49
114,TRUE,SHARP,AR-M237,6504445700,10.157.59.69,08-00-1F-F5-46-D3,05.00.02,12/22/18 17:17,7/17/19 9:17,181011,181011,,0.0125,0,2262.6375,10.94823738,0,0,2262.6375,10.94823738,59,Tabernacle
116,TRUE,SHARP,MX-4111N,1501152800,10.157.52.52,28-84-FA-8F-0B-39,08m20.R1,10/9/18 9:17,10/10/19 13:18,333115,273732,59383,0.009,0.0575,2463.588,6.728034178,3414.5225,9.325026783,5878.1105,16.05306096,52,Mt Pleasant
117,FALSE,SHARP,MX-4111N,1503385700,10.157.59.57,68-79-ED-74-72-6C,08.20.R1,10/9/18 5:17,10/10/19 13:18,641258,329236,312022,0.009,0.0575,2963.124,8.088588279,17941.265,48.97517141,20904.389,57.06375968,59,Tabernacle
118,TRUE,SHARP,MX-4111N,3502159300,10.157.49.99,34-F6-2D-36-37-C3,08.20.R1,10/9/18 5:17,10/10/19 13:18,422014,239302,182712,0.009,0.0575,2153.718,5.879108017,10505.94,28.6785717,12659.658,34.55767971,49,Branch 49
121,TRUE,SHARP,MX-M260,0503508X00,10.157.56.52,A0-DD-E5-6A-FB-90,01.08.00,10/9/18 13:17,1/23/19 13:18,230818,230818,,0.01,0,2308.18,21.77517603,0,0,2308.18,21.77517603,56,Nephi
122,TRUE,SHARP,MX-M260,1501049900,10.157.51.52,68-79-ED-74-B2-F2,01.08.00,10/9/18 13:17,1/28/19 9:17,21705,21705,,0.01,0,217.05,1.958344638,0,0,217.05,1.958344638,51,Fairview
123,TRUE,SHARP,MX-M260,9504055800,10.157.55.53,00-22-F3-9C-D5-56,01.00.00,10/9/18 13:17,12/3/18 9:17,209878,209878,,0.01,0,2098.78,38.27557463,0,0,2098.78,38.27557463,55,Price
124,TRUE,SHARP,MX-M260,9504056800,10.157.57.52,00-22-F3-9C-D3-EE,01.00.00,10/9/18 13:17,10/10/19 13:18,294745,294745,,0.01,0,2947.45,8.053126287,0,0,2947.45,8.053126287,57,Ephraim
125,TRUE,SHARP,MX-M264N,2502564600,10.157.53.52,78-1C-5A-38-56-60,u5.00.c1,10/9/18 13:17,1/29/19 13:18,114566,114566,,0.01,0,1145.66,10.22905957,0,0,1145.66,10.22905957,53,Loa
126,TRUE,SHARP,MX-M264N,2504972Y00,10.157.57.54,78-1C-5A-CC-35-3F,u2.01.c1,10/9/18 5:17,10/10/19 13:18,118603,118603,,0.01,0,1186.03,3.237565609,0,0,1186.03,3.237565609,57,Ephraim
127,TRUE,SHARP,MX-M3070,7500289Y00,10.157.18.52,34-5A-06-19-DC-C0,02.01.z1.00,9/12/19 17:17,10/10/19 13:18,3557,3557,,0.0075,0,26.6775,0.958447148,0,0,26.6775,0.958447148,18,South Logan
128,TRUE,SHARP,MX-M3070,7500679X00,10.157.49.85,80-38-96-CA-D0-C9,02.01.z1.00,1/23/19 17:17,10/10/19 13:18,27414,27414,,0.0075,0,205.605,0.791294081,0,0,205.605,0.791294081,49,Branch 49
129,TRUE,SHARP,MX-M3070,7500805X00,10.157.16.51,80-38-96-EC-30-59,03.00.z1.00,6/4/19 13:17,10/10/19 13:18,8213,8213,,0.0075,0,61.5975,0.481227814,0,0,61.5975,0.481227814,16,Mortgage
130,TRUE,SHARP,MX-M3070,8500537000,10.157.51.52,F0-9F-FC-00-C1-DA,03.00.z1.00,1/28/19 13:17,10/10/19 13:18,2445,2445,,0.0075,0,18.3375,0.071911572,0,0,18.3375,0.071911572,51,Fairview
131,TRUE,SHARP,MX-M3070,8500547000,10.157.56.52,F0-9F-FC-00-C1-94,03.00.z1.00,1/23/19 17:17,10/10/19 13:18,20298,20298,,0.0075,0,152.235,0.585893604,0,0,152.235,0.585893604,56,Nephi
132,TRUE,SHARP,MX-M3070,8500564000,10.157.53.52,F0-9F-FC-00-C1-89,03.00.z1.00,1/29/19 17:17,10/10/19 13:18,11081,11081,,0.0075,0,83.1075,0.327409046,0,0,83.1075,0.327409046,53,Loa
133,TRUE,SHARP,MX-M3070,8500862900,10.157.55.53,34-5A-06-F7-B7-C4,03.00.z1.00,12/3/18 13:17,10/10/19 13:18,11358,11358,,0.0075,0,85.185,0.27390611,0,0,85.185,0.27390611,55,Price
134,TRUE,SHARP,MX-M3570,7501219X00,10.157.57.58,80-38-96-EC-32-55,01.01.z1.0a,10/9/18 13:17,10/10/19 13:18,36625,36625,,0.0075,0,274.6875,0.750510824,0,0,274.6875,0.750510824,57,Ephraim
135,TRUE,SHARP,MX-M363N,0504909X00,10.157.43.52,A0-DD-E5-AE-2B-9C,03.04.j3,10/9/18 13:17,10/10/19 13:18,280229,280229,,0.0075,0,2101.7175,5.742386282,0,0,2101.7175,5.742386282,43,River Road
136,TRUE,SHARP,MX-M363N,2000030Y00,10.157.41.52,78-1C-5A-BF-CE-9C,03.04.j3,10/9/18 13:17,10/10/19 13:18,228972,228972,,0.0075,0,1717.29,4.692039981,0,0,1717.29,4.692039981,41,Washington
137,TRUE,SHARP,MX-M363N,9501554900,10.157.49.97,00-22-F3-9D-0E-DA,03.04.j3,10/9/18 13:17,10/10/19 13:18,823127,823127,,0.0075,0,6173.4525,16.86732349,0,0,6173.4525,16.86732349,49,Branch 49
138,TRUE,SHARP,MX-M363N,9502125400,10.157.59.55,00-22-F3-68-18-04,03.04.j3,10/9/18 13:17,10/10/19 13:18,213400,213400,,0.0075,0,1600.5,4.372942246,0,0,1600.5,4.372942246,59,Tabernacle
139,TRUE,SHARP,MX-M365N,6501190X00,10.157.54.52,24-31-84-C8-6C-0F,03.00.o1,9/10/19 14:42,10/10/19 13:18,24649,24649,,0.0075,0,184.8675,6.17418867,0,0,184.8675,6.17418867,54,Bountful
140,TRUE,SHARP,MX-M453N,9503443400,10.157.49.125,00-22-F3-68-1E-6E,03.01.jc,10/9/18 13:17,10/10/19 13:18,202856,202856,,0.0075,0,1521.42,4.156877096,0,0,1521.42,4.156877096,49,Branch 49
142,TRUE,SHARP,MX-M550N,8500957300,10.157.59.63,00-1C-EE-7B-C3-14,n3.03.D0,10/9/18 13:17,10/10/19 13:18,1037481,1037481,,0.0069,0,7158.6189,19.55902968,0,0,7158.6189,19.55902968,59,Tabernacle
143,TRUE,SHARP,MX-M620N,6500950Y00,10.157.59.67,00-17-5C-6E-EA-51,n3.03.D0,3/8/19 17:17,10/10/19 13:18,1537461,1537461,,0.0069,0,10608.4809,49.15108099,0,0,10608.4809,49.15108099,59,Tabernacle
144,TRUE,SHARP,MX-M620N,8500650700,10.157.47.53,00-1C-EE-94-D4-EB,m.16,10/9/18 13:17,10/10/19 13:18,341973,341973,,0.0069,0,2359.6137,6.447019327,0,0,2359.6137,6.447019327,47,North Logan
145,TRUE,SHARP,MX-M654N,8500101300,10.157.16.50,34-5A-06-4A-EE-A8,03.01.t1,9/10/19 14:42,10/10/19 13:18,55876,55876,,0.0069,0,385.5444,12.87637831,0,0,385.5444,12.87637831,16,Mortgage
146,TRUE,SHARP,MX-M753N,4500314X00,10.157.44.52,24-26-42-D9-50-AE,04.04.d3,10/9/18 13:17,10/10/19 13:18,231924,231924,,0.0058,0,1345.1592,3.675291155,0,0,1345.1592,3.675291155,44,Layton
147,TRUE,SHARP,MX-M753N,4500382X00,10.157.49.120,24-26-42-D9-50-F4,04.04.d3,10/9/18 13:17,10/10/19 13:18,580125,580125,,0.0058,0,3364.725,9.19321968,0,0,3364.725,9.19321968,49,Branch 49
148,TRUE,SHARP,MX-M753N,4500385X00,10.157.49.72,24-26-42-D9-50-D0,04.04.d3,10/9/18 9:17,10/10/19 13:18,858691,858691,,0.0058,0,4980.4078,13.60145333,0,0,4980.4078,13.60145333,49,Branch 49
149,TRUE,SHARP,MX-M753N,4500397X00,10.157.44.56,24-26-42-D9-51-44,04.04.d3,10/9/18 13:17,10/10/19 13:18,768826,768826,,0.0058,0,4459.1908,12.18355753,0,0,4459.1908,12.18355753,44,Layton
151,FALSE,SOURCE,Technologies ST9715,451456LM2B3BC,10.157.49.102,00-21-B7-39-6E-F9,NH41.CY.N454,10/9/18 5:17,10/10/19 13:18,16117,16117,,0.0058,0,93.4786,0.255173225,0,0,93.4786,0.255173225,49,Branch 49
153,,,,,,,,,,18,,,,,,,,,,,,
154,,,,,,,,,,135,,,,,,,,,,,,
